"N" "Am,Am" "Am,Aq" "Aq,Am" "Aq,Aq"
"8349" 86 0 1 85 0
"8449" 87 0 3 84 0
"8549" 90 0 3 87 0
"8649" 93 0 5 88 0
"8749" 89 0 3 86 0
"8849" 86 0 2 84 0
"8949" 90 0 4 86 0
"9049" 87 0 2 85 0
"9177" 93 0 10 83 0
"9251" 89 0 4 85 0
"9349" 86 0 2 84 0
"9449" 92 0 4 88 0
"9549" 88 0 1 87 0
"9649" 90 0 5 85 0
"9749" 86 0 2 84 0
"9849" 88 0 2 86 0
"9949" 89 0 5 84 0
"10049" 95 0 10 85 0
"1178" 90 0 2 88 0
"2178" 90 0 5 85 0
"3178" 91 0 2 89 0
"4178" 90 0 2 88 0
"5178" 88 0 1 87 0
"6178" 88 0 0 88 0
"7178" 89 0 1 88 0
"8178" 90 0 3 87 0
"9178" 91 0 2 89 0
"1051" 88 0 1 87 0
"1179" 89 0 1 88 0
"1251" 94 0 4 90 0
"1350" 92 0 3 89 0
"1450" 91 0 2 89 0
"1550" 92 0 3 89 0
"1650" 93 0 3 90 0
"1750" 92 0 5 87 0
"1850" 87 0 0 87 0
"1950" 88 0 1 87 0
"2050" 89 0 1 88 0
"2179" 89 0 1 88 0
"2252" 87 0 0 87 0
"2350" 89 0 2 87 0
"2450" 89 0 1 88 0
"2550" 89 0 1 88 0
"2650" 89 0 1 88 0
"2750" 89 0 1 88 0
"2850" 88 0 1 87 0
"2950" 87 0 1 86 0
"3050" 87 0 0 87 0
"3179" 91 0 3 88 0
"3252" 90 0 2 88 0
"3350" 87 0 0 87 0
"3450" 90 0 3 87 0
"3550" 88 0 2 86 0
"3650" 89 0 1 88 0
"3750" 91 0 2 89 0
"3850" 89 0 3 86 0
"3950" 94 0 3 91 0
"4050" 91 0 2 89 0
"4179" 90 0 2 88 0
"4252" 87 0 0 87 0
"4350" 90 0 3 87 0
"4450" 89 0 2 87 0
"4550" 88 0 1 87 0
"4650" 90 0 5 85 0
"4750" 87 0 0 87 0
"4850" 87 0 0 87 0
"4950" 88 0 2 86 0
"5050" 97 0 7 90 0
"5179" 88 0 0 88 0
"5252" 89 0 1 88 0
"5350" 87 0 0 87 0
"5450" 92 0 3 89 0
"5550" 92 0 3 89 0
"5650" 88 0 1 87 0
"5750" 88 0 1 87 0
"5850" 87 0 0 87 0
"5950" 92 0 4 88 0
"6050" 87 0 1 86 0
"6179" 92 0 3 89 0
"6252" 88 0 1 87 0
"6350" 89 0 1 88 0
"6450" 91 0 4 87 0
"6550" 89 0 2 87 0
"6650" 93 0 3 90 0
"6750" 88 0 1 87 0
"6850" 94 0 6 88 0
"6950" 89 0 0 89 0
"7050" 95 0 6 89 0
"7179" 87 0 0 87 0
"7252" 87 0 0 87 0
"7350" 94 0 4 90 0
"7450" 90 0 3 87 0
"7550" 91 0 2 89 0
"7650" 96 0 7 89 0
"7750" 91 0 3 88 0
"7850" 88 0 4 84 0
"7950" 90 0 3 87 0
"8050" 87 0 0 87 0
"8179" 90 0 2 88 0
"8252" 90 0 3 87 0
"8350" 94 0 4 90 0
"8450" 91 0 3 88 0
"8550" 89 0 2 87 0
"8650" 89 0 1 88 0
"8750" 91 0 2 89 0
"8850" 93 0 4 89 0
"8950" 90 0 2 88 0
"9050" 89 0 0 89 0
"9179" 90 0 3 87 0
"9252" 87 0 2 85 0
"9350" 93 0 4 89 0
"9450" 90 0 3 87 0
"9550" 89 0 1 88 0
"9650" 91 0 3 88 0
"9750" 91 0 2 89 0
"9850" 89 0 1 88 0
"9950" 90 0 3 87 0
"10050" 94 0 4 90 0
"1180" 90 0 2 88 0
"2180" 92 0 3 89 0
"3180" 94 0 3 91 0
"4180" 95 0 7 88 0
"5180" 90 0 2 88 0
"6180" 93 0 3 90 0
"7180" 92 0 3 89 0
"8180" 95 0 5 90 0
"9180" 95 0 5 90 0
"1052" 89 0 4 85 0
"1181" 90 0 2 88 0
"1252" 94 0 4 90 0
"1351" 91 0 3 88 0
"1451" 91 0 1 90 0
"1551" 91 0 3 88 0
"1651" 89 0 0 89 0
"1751" 93 0 3 90 0
"1851" 93 0 3 90 0
"1951" 93 0 4 89 0
"2051" 92 0 5 87 0
"2181" 91 0 1 90 0
"2253" 93 0 2 91 0
"2351" 92 0 2 90 0
"2451" 89 0 3 86 0
"2551" 97 0 6 91 0
"2651" 98 0 6 92 0
"2751" 94 0 6 88 0
"2851" 91 0 2 89 0
"2951" 92 0 3 89 0
"3051" 92 0 4 88 0
"3181" 100 0 10 90 0
"3253" 91 0 3 88 0
"3351" 94 0 5 89 0
"3451" 95 0 4 91 0
"3551" 92 0 7 85 0
"3651" 94 0 5 89 0
"3751" 91 0 2 89 0
"3851" 90 0 2 88 0
"3951" 91 0 4 87 0
"4051" 93 0 3 90 0
"4181" 90 0 3 87 0
"4253" 97 0 6 91 0
"4351" 89 0 2 87 0
"4451" 89 0 2 87 0
"4551" 95 0 3 92 0
"4651" 91 0 2 89 0
"4751" 97 0 5 92 0
"4851" 90 0 1 89 0
"4951" 90 0 2 88 0
"5051" 95 0 5 90 0
"5181" 92 0 3 89 0
"5253" 92 0 4 88 0
"5351" 89 0 0 89 0
"5451" 92 0 3 89 0
"5551" 94 0 3 91 0
"5651" 92 0 4 88 0
"5751" 94 0 6 88 0
"5851" 89 0 2 87 0
"5951" 92 0 3 89 0
"6051" 93 0 3 90 0
"6181" 90 0 2 88 0
"6253" 92 0 3 89 0
"6351" 93 0 4 89 0
"6451" 91 0 2 89 0
"6551" 93 0 4 89 0
"6651" 92 0 4 88 0
"6751" 94 0 4 90 0
"6851" 89 0 0 89 0
"6951" 96 0 6 90 0
"7051" 90 0 3 87 0
"7181" 92 0 3 89 0
"7253" 94 0 6 88 0
"7351" 95 0 6 89 0
"7451" 92 0 3 89 0
"7551" 95 0 5 90 0
"7651" 93 0 5 88 0
"7751" 96 0 6 90 0
"7851" 90 0 1 89 0
"7951" 94 0 2 92 0
"8051" 91 0 1 90 0
"8181" 90 0 3 87 0
"8253" 91 0 3 88 0
"8351" 89 0 0 89 0
"8451" 93 0 6 87 0
"8551" 96 0 5 91 0
"8651" 91 0 3 88 0
"8751" 89 0 2 87 0
"8851" 91 0 4 87 0
"8951" 89 0 2 87 0
"9051" 93 0 5 88 0
"9181" 91 0 4 87 0
"9253" 92 0 4 88 0
"9351" 93 0 4 89 0
"9451" 89 0 1 88 0
"9551" 89 0 1 88 0
"9651" 92 0 2 90 0
"9751" 89 0 2 87 0
"9851" 92 0 3 89 0
"9951" 91 0 2 89 0
"10051" 90 0 3 87 0
"1182" 94 0 6 88 0
"2182" 90 0 1 89 0
"3182" 90 0 2 88 0
"4182" 91 0 2 89 0
"5182" 95 0 4 91 0
"6182" 90 0 2 88 0
"7182" 91 0 3 88 0
"8182" 92 0 2 90 0
"9182" 90 0 2 88 0
"1053" 87 0 3 84 0
"1183" 95 0 3 92 0
"1253" 92 0 3 89 0
"1352" 92 0 3 89 0
"1452" 92 0 3 89 0
"1552" 87 0 2 85 0
"1652" 87 0 0 87 0
"1752" 92 0 2 90 0
"1852" 87 0 0 87 0
"1952" 90 0 3 87 0
"2052" 92 0 4 88 0
"2183" 93 0 3 90 0
"2254" 90 0 2 88 0
"2352" 88 0 0 88 0
"2452" 87 0 0 87 0
"2552" 93 0 4 89 0
"2652" 92 0 2 90 0
"2752" 89 0 1 88 0
"2852" 90 0 2 88 0
"2952" 92 0 3 89 0
"3052" 89 0 1 88 0
"3183" 92 0 2 90 0
"3254" 92 0 3 89 0
"3352" 88 0 2 86 0
"3452" 89 0 3 86 0
"3552" 90 0 2 88 0
"3652" 93 0 4 89 0
"3752" 91 0 2 89 0
"3852" 89 0 1 88 0
"3952" 89 0 1 88 0
"4052" 92 0 3 89 0
"4183" 91 0 2 89 0
"4254" 91 0 3 88 0
"4352" 92 0 3 89 0
"4452" 91 0 2 89 0
"4552" 95 0 7 88 0
"4652" 92 0 4 88 0
"4752" 90 0 3 87 0
"4852" 92 0 3 89 0
"4952" 96 0 4 92 0
"5052" 90 0 3 87 0
"5183" 91 0 3 88 0
"5254" 89 0 2 87 0
"5352" 87 0 0 87 0
"5452" 91 0 2 89 0
"5552" 91 0 2 89 0
"5652" 89 0 1 88 0
"5752" 87 0 0 87 0
"5852" 88 0 1 87 0
"5952" 87 0 0 87 0
"6052" 88 0 1 87 0
"6183" 87 0 0 87 0
"6254" 88 0 1 87 0
"6352" 92 0 2 90 0
"6452" 87 0 0 87 0
"6552" 92 0 2 90 0
"6652" 87 0 0 87 0
"6752" 89 0 1 88 0
"6852" 87 0 2 85 0
"6952" 90 0 1 89 0
"7052" 91 0 3 88 0
"7183" 87 0 0 87 0
"7254" 93 0 6 87 0
"7352" 88 0 1 87 0
"7452" 90 0 1 89 0
"7552" 91 0 2 89 0
"7652" 91 0 2 89 0
"7752" 90 0 4 86 0
"7852" 94 0 7 87 0
"7952" 89 0 1 88 0
"8052" 88 0 1 87 0
"8183" 88 0 1 87 0
"8254" 90 0 2 88 0
"8352" 91 0 2 89 0
"8452" 92 0 3 89 0
"8552" 89 0 1 88 0
"8652" 94 0 3 91 0
"8752" 89 0 1 88 0
"8852" 95 0 4 91 0
"8952" 90 0 1 89 0
"9052" 89 0 1 88 0
"9183" 93 0 3 90 0
"9254" 89 0 1 88 0
"9352" 90 0 1 89 0
"9452" 92 0 3 89 0
"9552" 88 0 2 86 0
"9652" 87 0 0 87 0
"9752" 91 0 2 89 0
"9852" 91 0 2 89 0
"9952" 88 0 0 88 0
"10052" 96 0 5 91 0
"1184" 85 0 3 82 0
"2184" 87 0 4 83 0
"3184" 88 0 5 83 0
"4184" 86 0 4 82 0
"5184" 85 0 2 83 0
"6184" 89 0 4 85 0
"7184" 88 0 4 84 0
"8184" 87 0 4 83 0
"9184" 87 0 3 84 0
"1054" 89 0 6 83 0
"1185" 85 0 3 82 0
"1254" 86 0 3 83 0
"1353" 87 0 4 83 0
"1453" 87 0 5 82 0
"1553" 85 0 4 81 0
"1653" 86 0 3 83 0
"1753" 89 0 3 86 0
"1853" 86 0 1 85 0
"1953" 86 0 3 83 0
"2053" 84 0 2 82 0
"2185" 92 0 5 87 0
"2255" 89 0 5 84 0
"2353" 85 0 2 83 0
"2453" 85 0 2 83 0
"2553" 85 0 3 82 0
"2653" 86 0 3 83 0
"2753" 85 0 3 82 0
"2853" 85 0 2 83 0
"2953" 86 0 3 83 0
"3053" 89 0 3 86 0
"3185" 91 0 7 84 0
"3255" 86 0 2 84 0
"3353" 86 0 3 83 0
"3453" 85 0 3 82 0
"3553" 84 0 2 82 0
"3653" 85 0 3 82 0
"3753" 85 0 3 82 0
"3853" 91 0 5 86 0
"3953" 86 0 4 82 0
"4053" 84 0 2 82 0
"4185" 87 0 3 84 0
"4255" 89 0 5 84 0
"4353" 88 0 5 83 0
"4453" 88 0 5 83 0
"4553" 86 0 3 83 0
"4653" 86 0 4 82 0
"4753" 86 0 3 83 0
"4853" 92 0 6 86 0
"4953" 89 0 4 85 0
"5053" 86 0 3 83 0
"5185" 85 0 3 82 0
"5255" 84 0 2 82 0
"5353" 85 0 3 82 0
"5453" 86 0 4 82 0
"5553" 89 0 4 85 0
"5653" 86 0 4 82 0
"5753" 88 0 4 84 0
"5853" 91 0 5 86 0
"5953" 86 0 2 84 0
"6053" 87 0 4 83 0
"6185" 90 0 4 86 0
"6255" 90 0 4 86 0
"6353" 84 0 2 82 0
"6453" 88 0 3 85 0
"6553" 85 0 2 83 0
"6653" 89 0 6 83 0
"6753" 86 0 2 84 0
"6853" 87 0 4 83 0
"6953" 86 0 6 80 0
"7053" 90 0 6 84 0
"7185" 84 0 3 81 0
"7255" 87 0 3 84 0
"7353" 92 0 6 86 0
"7453" 86 0 3 83 0
"7553" 92 0 6 86 0
"7653" 88 0 3 85 0
"7753" 88 0 4 84 0
"7853" 85 0 3 82 0
"7953" 91 0 7 84 0
"8053" 85 0 3 82 0
"8185" 86 0 3 83 0
"8255" 89 0 6 83 0
"8353" 86 0 3 83 0
"8453" 87 0 3 84 0
"8553" 84 0 2 82 0
"8653" 85 0 2 83 0
"8753" 85 0 3 82 0
"8853" 85 0 3 82 0
"8953" 86 0 2 84 0
"9053" 89 0 2 87 0
"9185" 87 0 3 84 0
"9255" 84 0 2 82 0
"9353" 84 0 2 82 0
"9453" 87 0 4 83 0
"9553" 86 0 3 83 0
"9653" 86 0 4 82 0
"9753" 86 0 3 83 0
"9853" 85 0 2 83 0
"9953" 86 0 5 81 0
"10053" 91 0 7 84 0
"1186" 92 0 4 88 0
"2186" 86 0 0 86 0
"3186" 89 0 2 87 0
"4186" 88 0 1 87 0
"5186" 91 0 2 89 0
"6186" 97 0 5 92 0
"7186" 88 0 3 85 0
"8186" 88 0 2 86 0
"9186" 89 0 3 86 0
"1055" 88 0 1 87 0
"1187" 87 0 0 87 0
"1255" 89 0 4 85 0
"1354" 87 0 2 85 0
"1454" 94 0 4 90 0
"1554" 88 0 2 86 0
"1654" 88 0 1 87 0
"1754" 87 0 1 86 0
"1854" 88 0 1 87 0
"1954" 88 0 1 87 0
"2054" 91 0 3 88 0
"2187" 88 0 3 85 0
"2256" 87 0 0 87 0
"2354" 90 0 2 88 0
"2454" 90 0 3 87 0
"2554" 90 0 5 85 0
"2654" 89 0 4 85 0
"2754" 88 0 1 87 0
"2854" 88 0 1 87 0
"2954" 87 0 4 83 0
"3054" 93 0 3 90 0
"3187" 86 0 2 84 0
"3256" 88 0 2 86 0
"3354" 86 0 0 86 0
"3454" 86 0 1 85 0
"3554" 86 0 0 86 0
"3654" 88 0 2 86 0
"3754" 89 0 2 87 0
"3854" 89 0 2 87 0
"3954" 90 0 4 86 0
"4054" 87 0 0 87 0
"4187" 88 0 1 87 0
"4256" 91 0 4 87 0
"4354" 93 0 5 88 0
"4454" 87 0 2 85 0
"4554" 86 0 2 84 0
"4654" 88 0 1 87 0
"4754" 87 0 2 85 0
"4854" 98 0 10 88 0
"4954" 91 0 4 87 0
"5054" 87 0 1 86 0
"5187" 92 0 5 87 0
"5256" 86 0 0 86 0
"5354" 88 0 2 86 0
"5454" 86 0 3 83 0
"5554" 86 0 0 86 0
"5654" 90 0 3 87 0
"5754" 87 0 3 84 0
"5854" 90 0 3 87 0
"5954" 89 0 2 87 0
"6054" 89 0 3 86 0
"6187" 86 0 1 85 0
"6256" 93 0 4 89 0
"6354" 94 0 8 86 0
"6454" 86 0 0 86 0
"6554" 86 0 2 84 0
"6654" 88 0 4 84 0
"6754" 86 0 1 85 0
"6854" 88 0 3 85 0
"6954" 87 0 5 82 0
"7054" 90 0 4 86 0
"7187" 88 0 3 85 0
"7256" 88 0 2 86 0
"7354" 90 0 6 84 0
"7454" 86 0 0 86 0
"7554" 88 0 1 87 0
"7654" 90 0 3 87 0
"7754" 88 0 1 87 0
"7854" 87 0 0 87 0
"7954" 89 0 4 85 0
"8054" 92 0 4 88 0
"8187" 87 0 3 84 0
"8256" 89 0 3 86 0
"8354" 87 0 0 87 0
"8454" 89 0 3 86 0
"8554" 88 0 5 83 0
"8654" 91 0 3 88 0
"8754" 88 0 1 87 0
"8854" 89 0 2 87 0
"8954" 94 0 6 88 0
"9054" 90 0 5 85 0
"9187" 86 0 1 85 0
"9256" 90 0 3 87 0
"9354" 93 0 7 86 0
"9454" 92 0 4 88 0
"9554" 95 0 8 87 0
"9654" 88 0 2 86 0
"9754" 90 0 3 87 0
"9854" 88 0 1 87 0
"9954" 87 0 3 84 0
"10054" 86 0 0 86 0
"1188" 91 0 2 89 0
"2188" 87 0 0 87 0
"3188" 87 0 1 86 0
"4188" 92 0 4 88 0
"5188" 89 0 1 88 0
"6188" 91 0 4 87 0
"7188" 89 0 1 88 0
"8188" 89 0 2 87 0
"9188" 92 0 3 89 0
"1056" 91 0 2 89 0
"1189" 88 0 1 87 0
"1256" 89 0 2 87 0
"1355" 89 0 1 88 0
"1455" 91 0 4 87 0
"1555" 91 0 2 89 0
"1655" 95 0 5 90 0
"1755" 90 0 3 87 0
"1855" 93 0 5 88 0
"1955" 89 0 1 88 0
"2055" 90 0 1 89 0
"2189" 87 0 1 86 0
"2257" 91 0 3 88 0
"2355" 89 0 3 86 0
"2455" 93 0 5 88 0
"2555" 87 0 0 87 0
"2655" 87 0 1 86 0
"2755" 93 0 4 89 0
"2855" 88 0 3 85 0
"2955" 92 0 3 89 0
"3055" 92 0 4 88 0
"3189" 91 0 3 88 0
"3257" 96 0 7 89 0
"3355" 88 0 2 86 0
"3455" 89 0 3 86 0
"3555" 90 0 2 88 0
"3655" 87 0 0 87 0
"3755" 90 0 3 87 0
"3855" 93 0 3 90 0
"3955" 89 0 2 87 0
"4055" 91 0 4 87 0
"4189" 94 0 6 88 0
"4257" 94 0 5 89 0
"4355" 90 0 2 88 0
"4455" 90 0 2 88 0
"4555" 87 0 1 86 0
"4655" 92 0 3 89 0
"4755" 89 0 1 88 0
"4855" 90 0 1 89 0
"4955" 92 0 4 88 0
"5055" 89 0 1 88 0
"5189" 88 0 1 87 0
"5257" 89 0 1 88 0
"5355" 90 0 3 87 0
"5455" 93 0 3 90 0
"5555" 91 0 3 88 0
"5655" 89 0 3 86 0
"5755" 93 0 4 89 0
"5855" 88 0 2 86 0
"5955" 89 0 3 86 0
"6055" 89 0 2 87 0
"6189" 89 0 2 87 0
"6257" 87 0 0 87 0
"6355" 89 0 2 87 0
"6455" 90 0 2 88 0
"6555" 89 0 3 86 0
"6655" 91 0 4 87 0
"6755" 89 0 1 88 0
"6855" 87 0 1 86 0
"6955" 87 0 0 87 0
"7055" 89 0 3 86 0
"7189" 93 0 4 89 0
"7257" 92 0 4 88 0
"7355" 90 0 4 86 0
"7455" 91 0 3 88 0
"7555" 91 0 4 87 0
"7655" 88 0 1 87 0
"7755" 88 0 0 88 0
"7855" 89 0 2 87 0
"7955" 90 0 1 89 0
"8055" 87 0 1 86 0
"8189" 87 0 1 86 0
"8257" 92 0 3 89 0
"8355" 95 0 4 91 0
"8455" 88 0 2 86 0
"8555" 91 0 3 88 0
"8655" 97 0 9 88 0
"8755" 92 0 4 88 0
"8855" 87 0 1 86 0
"8955" 89 0 1 88 0
"9055" 89 0 2 87 0
"9189" 89 0 2 87 0
"9257" 89 0 3 86 0
"9355" 94 0 3 91 0
"9455" 89 0 2 87 0
"9555" 89 0 1 88 0
"9655" 90 0 4 86 0
"9755" 90 0 4 86 0
"9855" 95 0 4 91 0
"9955" 89 0 3 86 0
"10055" 87 0 2 85 0
"1190" 89 0 4 85 0
"2190" 86 0 1 85 0
"3190" 88 0 4 84 0
"4190" 87 0 3 84 0
"5190" 89 0 2 87 0
"6190" 87 0 4 83 0
"7190" 86 0 3 83 0
"8190" 90 0 6 84 0
"9190" 93 0 5 88 0
"1057" 87 0 4 83 0
"1191" 95 0 7 88 0
"1257" 90 0 4 86 0
"1356" 87 0 2 85 0
"1456" 86 0 1 85 0
"1556" 92 0 4 88 0
"1656" 89 0 2 87 0
"1756" 91 0 3 88 0
"1856" 89 0 5 84 0
"1956" 87 0 2 85 0
"2056" 94 0 7 87 0
"2191" 90 0 6 84 0
"2258" 87 0 4 83 0
"2356" 89 0 2 87 0
"2456" 91 0 6 85 0
"2556" 88 0 4 84 0
"2656" 86 0 2 84 0
"2756" 88 0 4 84 0
"2856" 89 0 6 83 0
"2956" 88 0 4 84 0
"3056" 88 0 4 84 0
"3191" 91 0 4 87 0
"3258" 93 0 4 89 0
"3356" 95 0 6 89 0
"3456" 87 0 1 86 0
"3556" 89 0 3 86 0
"3656" 89 0 4 85 0
"3756" 88 0 3 85 0
"3856" 93 0 8 85 0
"3956" 88 0 3 85 0
"4056" 86 0 2 84 0
"4191" 91 0 4 87 0
"4258" 90 0 6 84 0
"4356" 88 0 3 85 0
"4456" 90 0 4 86 0
"4556" 88 0 2 86 0
"4656" 88 0 3 85 0
"4756" 89 0 4 85 0
"4856" 87 0 2 85 0
"4956" 88 0 4 84 0
"5056" 87 0 1 86 0
"5191" 89 0 2 87 0
"5258" 87 0 1 86 0
"5356" 88 0 2 86 0
"5456" 88 0 4 84 0
"5556" 90 0 4 86 0
"5656" 88 0 3 85 0
"5756" 95 0 6 89 0
"5856" 91 0 4 87 0
"5956" 87 0 2 85 0
"6056" 87 0 3 84 0
"6191" 89 0 4 85 0
"6258" 88 0 4 84 0
"6356" 86 0 2 84 0
"6456" 91 0 4 87 0
"6556" 86 0 2 84 0
"6656" 86 0 2 84 0
"6756" 88 0 2 86 0
"6856" 86 0 2 84 0
"6956" 92 0 6 86 0
"7056" 87 0 1 86 0
"7191" 90 0 3 87 0
"7258" 92 0 5 87 0
"7356" 86 0 2 84 0
"7456" 90 0 5 85 0
"7556" 88 0 3 85 0
"7656" 88 0 3 85 0
"7756" 91 0 4 87 0
"7856" 91 0 5 86 0
"7956" 91 0 3 88 0
"8056" 90 0 4 86 0
"8191" 89 0 2 87 0
"8258" 91 0 4 87 0
"8356" 86 0 2 84 0
"8456" 91 0 3 88 0
"8556" 93 0 5 88 0
"8656" 88 0 1 87 0
"8756" 88 0 2 86 0
"8856" 92 0 5 87 0
"8956" 86 0 2 84 0
"9056" 87 0 3 84 0
"9191" 90 0 4 86 0
"9258" 86 0 2 84 0
"9356" 91 0 4 87 0
"9456" 92 0 5 87 0
"9556" 87 0 1 86 0
"9656" 89 0 3 86 0
"9756" 87 0 1 86 0
"9856" 86 0 2 84 0
"9956" 87 0 4 83 0
"10056" 87 0 2 85 0
"1192" 88 0 2 86 0
"2192" 91 0 5 86 0
"3192" 88 0 2 86 0
"4192" 85 0 0 85 0
"5192" 90 0 5 85 0
"6192" 86 0 0 86 0
"7192" 92 0 3 89 0
"8192" 87 0 1 86 0
"9192" 91 0 4 87 0
"1058" 89 0 2 87 0
"1193" 89 0 1 88 0
"1258" 93 0 5 88 0
"1357" 86 0 0 86 0
"1457" 88 0 1 87 0
"1557" 89 0 3 86 0
"1657" 85 0 1 84 0
"1757" 91 0 3 88 0
"1857" 87 0 2 85 0
"1957" 87 0 3 84 0
"2057" 89 0 3 86 0
"2193" 92 0 3 89 0
"2259" 88 0 3 85 0
"2357" 92 0 4 88 0
"2457" 87 0 1 86 0
"2557" 94 0 7 87 0
"2657" 89 0 2 87 0
"2757" 92 0 4 88 0
"2857" 87 0 2 85 0
"2957" 87 0 3 84 0
"3057" 88 0 2 86 0
"3193" 90 0 6 84 0
"3259" 86 0 2 84 0
"3357" 87 0 2 85 0
"3457" 86 0 2 84 0
"3557" 86 0 0 86 0
"3657" 87 0 3 84 0
"3757" 91 0 2 89 0
"3857" 88 0 3 85 0
"3957" 88 0 1 87 0
"4057" 86 0 0 86 0
"4193" 86 0 0 86 0
"4259" 88 0 1 87 0
"4357" 87 0 1 86 0
"4457" 91 0 3 88 0
"4557" 85 0 1 84 0
"4657" 93 0 4 89 0
"4757" 94 0 5 89 0
"4857" 88 0 4 84 0
"4957" 89 0 4 85 0
"5057" 88 0 3 85 0
"5193" 91 0 3 88 0
"5259" 92 0 2 90 0
"5357" 91 0 5 86 0
"5457" 96 0 7 89 0
"5557" 88 0 2 86 0
"5657" 90 0 2 88 0
"5757" 90 0 2 88 0
"5857" 93 0 6 87 0
"5957" 90 0 3 87 0
"6057" 89 0 3 86 0
"6193" 91 0 2 89 0
"6259" 88 0 5 83 0
"6357" 85 0 1 84 0
"6457" 86 0 2 84 0
"6557" 90 0 3 87 0
"6657" 85 0 0 85 0
"6757" 88 0 3 85 0
"6857" 89 0 3 86 0
"6957" 93 0 4 89 0
"7057" 86 0 0 86 0
"7193" 89 0 2 87 0
"7259" 85 0 1 84 0
"7357" 88 0 3 85 0
"7457" 90 0 3 87 0
"7557" 92 0 8 84 0
"7657" 89 0 4 85 0
"7757" 90 0 2 88 0
"7857" 88 0 2 86 0
"7957" 87 0 1 86 0
"8057" 88 0 3 85 0
"8193" 93 0 3 90 0
"8259" 89 0 4 85 0
"8357" 91 0 3 88 0
"8457" 93 0 5 88 0
"8557" 88 0 4 84 0
"8657" 90 0 4 86 0
"8757" 85 0 1 84 0
"8857" 88 0 3 85 0
"8957" 90 0 3 87 0
"9057" 91 0 3 88 0
"9193" 87 0 3 84 0
"9259" 90 0 3 87 0
"9357" 86 0 1 85 0
"9457" 94 0 5 89 0
"9557" 87 0 1 86 0
"9657" 86 0 1 85 0
"9757" 86 0 3 83 0
"9857" 87 0 1 86 0
"9957" 91 0 5 86 0
"10057" 87 0 1 86 0
"1194" 87 0 1 86 0
"2194" 89 0 2 87 0
"3194" 92 0 3 89 0
"4194" 88 0 1 87 0
"5194" 90 0 3 87 0
"6194" 90 0 2 88 0
"7194" 91 0 5 86 0
"8194" 90 0 2 88 0
"9194" 93 0 3 90 0
"1059" 93 0 5 88 0
"1195" 96 0 6 90 0
"1259" 89 0 1 88 0
"1358" 88 0 1 87 0
"1458" 92 0 4 88 0
"1558" 88 0 2 86 0
"1658" 89 0 4 85 0
"1758" 90 0 1 89 0
"1858" 90 0 4 86 0
"1958" 90 0 3 87 0
"2058" 94 0 5 89 0
"2195" 89 0 1 88 0
"2260" 92 0 3 89 0
"2358" 92 0 6 86 0
"2458" 91 0 4 87 0
"2558" 89 0 0 89 0
"2658" 92 0 4 88 0
"2758" 91 0 5 86 0
"2858" 93 0 4 89 0
"2958" 90 0 2 88 0
"3058" 92 0 4 88 0
"3195" 87 0 0 87 0
"3260" 91 0 3 88 0
"3358" 92 0 4 88 0
"3458" 94 0 7 87 0
"3558" 89 0 2 87 0
"3658" 92 0 4 88 0
"3758" 94 0 5 89 0
"3858" 97 0 6 91 0
"3958" 92 0 4 88 0
"4058" 91 0 4 87 0
"4195" 88 0 0 88 0
"4260" 93 0 4 89 0
"4358" 88 0 1 87 0
"4458" 91 0 3 88 0
"4558" 93 0 5 88 0
"4658" 90 0 3 87 0
"4758" 90 0 2 88 0
"4858" 91 0 5 86 0
"4958" 88 0 1 87 0
"5058" 93 0 4 89 0
"5195" 91 0 3 88 0
"5260" 93 0 4 89 0
"5358" 90 0 2 88 0
"5458" 91 0 2 89 0
"5558" 92 0 5 87 0
"5658" 89 0 2 87 0
"5758" 92 0 3 89 0
"5858" 90 0 3 87 0
"5958" 92 0 3 89 0
"6058" 87 0 2 85 0
"6195" 88 0 1 87 0
"6260" 93 0 5 88 0
"6358" 89 0 3 86 0
"6458" 88 0 1 87 0
"6558" 93 0 5 88 0
"6658" 91 0 2 89 0
"6758" 95 0 3 92 0
"6858" 87 0 1 86 0
"6958" 88 0 1 87 0
"7058" 90 0 3 87 0
"7195" 93 0 4 89 0
"7260" 88 0 2 86 0
"7358" 88 0 1 87 0
"7458" 90 0 3 87 0
"7558" 91 0 4 87 0
"7658" 88 0 0 88 0
"7758" 88 0 2 86 0
"7858" 91 0 3 88 0
"7958" 88 0 1 87 0
"8058" 89 0 2 87 0
"8195" 93 0 5 88 0
"8260" 90 0 2 88 0
"8358" 92 0 5 87 0
"8458" 87 0 2 85 0
"8558" 92 0 5 87 0
"8658" 88 0 1 87 0
"8758" 89 0 2 87 0
"8858" 89 0 3 86 0
"8958" 92 0 3 89 0
"9058" 90 0 2 88 0
"9195" 87 0 2 85 0
"9260" 94 0 5 89 0
"9358" 93 0 5 88 0
"9458" 88 0 0 88 0
"9558" 94 0 4 90 0
"9658" 87 0 1 86 0
"9758" 90 0 2 88 0
"9858" 95 0 4 91 0
"9958" 93 0 5 88 0
"10058" 88 0 2 86 0
"1196" 85 0 5 80 0
"2196" 89 0 10 79 0
"3196" 84 0 5 79 0
"4196" 91 0 8 83 0
"5196" 86 0 4 82 0
"6196" 84 0 4 80 0
"7196" 84 0 6 78 0
"8196" 86 0 7 79 0
"9196" 87 0 6 81 0
"1060" 88 0 7 81 0
"1197" 89 0 7 82 0
"1260" 85 0 6 79 0
