"N" "Am,Am" "Am,Aq" "Aq,Am" "Aq,Aq"
"1359" 89 0 8 81 0
"1459" 85 0 2 83 0
"1559" 90 0 8 82 0
"1659" 87 0 8 79 0
"1759" 85 0 5 80 0
"1859" 86 0 6 80 0
"1959" 84 0 4 80 0
"2059" 86 0 6 80 0
"2197" 87 0 6 81 0
"2261" 88 0 4 84 0
"2359" 95 0 8 87 0
"2459" 90 0 7 83 0
"2559" 89 0 5 84 0
"2659" 86 0 5 81 0
"2759" 91 0 8 83 0
"2859" 84 0 5 79 0
"2959" 90 0 6 84 0
"3059" 87 0 7 80 0
"3197" 84 0 4 80 0
"3261" 89 0 5 84 0
"3359" 86 0 6 80 0
"3459" 84 0 4 80 0
"3559" 89 0 6 83 0
"3659" 86 0 6 80 0
"3759" 87 0 6 81 0
"3859" 86 0 3 83 0
"3959" 87 0 3 84 0
"4059" 84 0 3 81 0
"4197" 89 0 8 81 0
"4261" 86 0 5 81 0
"4359" 87 0 5 82 0
"4459" 85 0 4 81 0
"4559" 87 0 6 81 0
"4659" 88 0 6 82 0
"4759" 87 0 8 79 0
"4859" 88 0 8 80 0
"4959" 87 0 5 82 0
"5059" 91 0 9 82 0
"5197" 87 0 6 81 0
"5261" 88 0 7 81 0
"5359" 85 0 5 80 0
"5459" 88 0 9 79 0
"5559" 86 0 5 81 0
"5659" 86 0 6 80 0
"5759" 85 0 3 82 0
"5859" 86 0 6 80 0
"5959" 89 0 6 83 0
"6059" 91 0 7 84 0
"6197" 86 0 4 82 0
"6261" 86 0 5 81 0
"6359" 91 0 10 81 0
"6459" 89 0 7 82 0
"6559" 85 0 4 81 0
"6659" 91 0 7 84 0
"6759" 88 0 6 82 0
"6859" 86 0 5 81 0
"6959" 89 0 7 82 0
"7059" 86 0 6 80 0
"7197" 88 0 7 81 0
"7261" 89 0 8 81 0
"7359" 87 0 8 79 0
"7459" 89 0 7 82 0
"7559" 89 0 6 83 0
"7659" 90 0 9 81 0
"7759" 87 0 6 81 0
"7859" 91 0 8 83 0
"7959" 84 0 6 78 0
"8059" 90 0 6 84 0
"8197" 86 0 4 82 0
"8261" 89 0 9 80 0
"8359" 87 0 5 82 0
"8459" 86 0 6 80 0
"8559" 90 0 7 83 0
"8659" 85 0 6 79 0
"8759" 87 0 5 82 0
"8859" 84 0 6 78 0
"8959" 85 0 4 81 0
"9059" 87 0 5 82 0
"9197" 87 0 7 80 0
"9261" 87 0 6 81 0
"9359" 84 0 5 79 0
"9459" 88 0 6 82 0
"9559" 90 0 7 83 0
"9659" 87 0 6 81 0
"9759" 87 0 5 82 0
"9859" 87 0 7 80 0
"9959" 85 0 5 80 0
"10059" 84 0 5 79 0
"1198" 89 0 5 84 0
"2198" 87 0 2 85 0
"3198" 87 0 2 85 0
"4198" 88 0 4 84 0
"5198" 89 0 3 86 0
"6198" 85 0 2 83 0
"7198" 87 0 3 84 0
"8198" 88 0 4 84 0
"9198" 88 0 4 84 0
"1061" 87 0 4 83 0
"1199" 90 0 5 85 0
"1261" 96 0 6 90 0
"1360" 92 0 6 86 0
"1460" 91 0 8 83 0
"1560" 86 0 2 84 0
"1660" 91 0 5 86 0
"1760" 88 0 3 85 0
"1860" 91 0 6 85 0
"1960" 86 0 3 83 0
"2060" 85 0 1 84 0
"2199" 89 0 4 85 0
"2262" 99 0 9 90 0
"2360" 86 0 3 83 0
"2460" 88 0 4 84 0
"2560" 88 0 1 87 0
"2660" 86 0 3 83 0
"2760" 87 0 2 85 0
"2860" 91 0 6 85 0
"2960" 86 0 2 84 0
"3060" 89 0 5 84 0
"3199" 87 0 2 85 0
"3262" 87 0 2 85 0
"3360" 87 0 2 85 0
"3460" 90 0 4 86 0
"3560" 87 0 2 85 0
"3660" 92 0 4 88 0
"3760" 88 0 5 83 0
"3860" 85 0 3 82 0
"3960" 87 0 4 83 0
"4060" 88 0 5 83 0
"4199" 86 0 3 83 0
"4262" 88 0 3 85 0
"4360" 85 0 1 84 0
"4460" 87 0 3 84 0
"4560" 87 0 3 84 0
"4660" 87 0 2 85 0
"4760" 88 0 4 84 0
"4860" 89 0 2 87 0
"4960" 89 0 3 86 0
"5060" 91 0 5 86 0
"5199" 87 0 3 84 0
"5262" 85 0 2 83 0
"5360" 90 0 3 87 0
"5460" 91 0 3 88 0
"5560" 87 0 3 84 0
"5660" 89 0 5 84 0
"5760" 88 0 3 85 0
"5860" 90 0 3 87 0
"5960" 96 0 7 89 0
"6060" 88 0 2 86 0
"6199" 92 0 8 84 0
"6262" 86 0 2 84 0
"6360" 88 0 1 87 0
"6460" 91 0 3 88 0
"6560" 87 0 2 85 0
"6660" 87 0 3 84 0
"6760" 87 0 4 83 0
"6860" 85 0 1 84 0
"6960" 92 0 5 87 0
"7060" 91 0 3 88 0
"7199" 89 0 3 86 0
"7262" 90 0 4 86 0
"7360" 94 0 8 86 0
"7460" 90 0 3 87 0
"7560" 91 0 5 86 0
"7660" 86 0 2 84 0
"7760" 86 0 2 84 0
"7860" 92 0 7 85 0
"7960" 86 0 3 83 0
"8060" 90 0 4 86 0
"8199" 87 0 1 86 0
"8262" 85 0 1 84 0
"8360" 85 0 1 84 0
"8460" 87 0 1 86 0
"8560" 91 0 4 87 0
"8660" 92 0 5 87 0
"8760" 91 0 5 86 0
"8860" 86 0 3 83 0
"8960" 87 0 2 85 0
"9060" 92 0 3 89 0
"9199" 89 0 3 86 0
"9262" 91 0 5 86 0
"9360" 90 0 5 85 0
"9460" 88 0 2 86 0
"9560" 89 0 5 84 0
"9660" 89 0 4 85 0
"9760" 93 0 7 86 0
"9860" 87 0 3 84 0
"9960" 85 0 2 83 0
"10060" 90 0 5 85 0
"1200" 89 0 2 87 0
"2200" 89 0 2 87 0
"3200" 89 0 1 88 0
"4200" 94 0 5 89 0
"5200" 88 0 0 88 0
"6200" 91 0 5 86 0
"7200" 91 0 4 87 0
"8200" 93 0 3 90 0
"9200" 95 0 4 91 0
"1062" 93 0 3 90 0
"11100" 87 0 0 87 0
"1262" 95 0 5 90 0
"1361" 88 0 4 84 0
"1461" 88 0 3 85 0
"1561" 89 0 2 87 0
"1661" 88 0 1 87 0
"1761" 89 0 1 88 0
"1861" 88 0 1 87 0
"1961" 87 0 0 87 0
"2061" 87 0 0 87 0
"21100" 92 0 5 87 0
"2263" 95 0 7 88 0
"2361" 87 0 0 87 0
"2461" 89 0 3 86 0
"2561" 90 0 3 87 0
"2661" 87 0 0 87 0
"2761" 93 0 4 89 0
"2861" 92 0 4 88 0
"2961" 90 0 1 89 0
"3061" 89 0 1 88 0
"31100" 90 0 3 87 0
"3263" 89 0 1 88 0
"3361" 89 0 2 87 0
"3461" 91 0 1 90 0
"3561" 94 0 4 90 0
"3661" 89 0 2 87 0
"3761" 87 0 1 86 0
"3861" 88 0 1 87 0
"3961" 89 0 1 88 0
"4061" 91 0 4 87 0
"41100" 93 0 4 89 0
"4263" 87 0 0 87 0
"4361" 87 0 0 87 0
"4461" 91 0 2 89 0
"4561" 90 0 3 87 0
"4661" 90 0 3 87 0
"4761" 90 0 3 87 0
"4861" 89 0 2 87 0
"4961" 87 0 0 87 0
"5061" 90 0 2 88 0
"51100" 91 0 2 89 0
"5263" 88 0 2 86 0
"5361" 93 0 5 88 0
"5461" 87 0 1 86 0
"5561" 92 0 3 89 0
"5661" 87 0 1 86 0
"5761" 96 0 6 90 0
"5861" 90 0 2 88 0
"5961" 91 0 5 86 0
"6061" 90 0 4 86 0
"61100" 90 0 4 86 0
"6263" 89 0 1 88 0
"6361" 91 0 3 88 0
"6461" 89 0 1 88 0
"6561" 90 0 3 87 0
"6661" 91 0 3 88 0
"6761" 93 0 5 88 0
"6861" 90 0 5 85 0
"6961" 96 0 5 91 0
"7061" 87 0 1 86 0
"71100" 90 0 4 86 0
"7263" 88 0 2 86 0
"7361" 87 0 1 86 0
"7461" 88 0 1 87 0
"7561" 93 0 3 90 0
"7661" 92 0 3 89 0
"7761" 88 0 2 86 0
"7861" 87 0 0 87 0
"7961" 89 0 2 87 0
"8061" 91 0 3 88 0
"81100" 88 0 2 86 0
"8263" 88 0 2 86 0
"8361" 88 0 1 87 0
"8461" 89 0 1 88 0
"8561" 89 0 2 87 0
"8661" 95 0 6 89 0
"8761" 93 0 4 89 0
"8861" 88 0 0 88 0
"8961" 89 0 3 86 0
"9061" 91 0 4 87 0
"91100" 91 0 2 89 0
"9263" 90 0 2 88 0
"9361" 92 0 2 90 0
"9461" 89 0 1 88 0
"9561" 93 0 4 89 0
"9661" 91 0 3 88 0
"9761" 92 0 4 88 0
"9861" 88 0 1 87 0
"9961" 95 0 5 90 0
"10061" 88 0 1 87 0
"1201" 87 0 1 86 0
"2201" 95 0 5 90 0
"3201" 87 0 2 85 0
"4201" 95 0 5 90 0
"5201" 91 0 3 88 0
"6201" 95 0 6 89 0
"7201" 87 0 1 86 0
"8201" 86 0 0 86 0
"9201" 90 0 2 88 0
"1063" 91 0 2 89 0
"11101" 93 0 10 83 0
"1263" 87 0 2 85 0
"1362" 92 0 5 87 0
"1462" 86 0 3 83 0
"1562" 89 0 2 87 0
"1662" 89 0 3 86 0
"1762" 86 0 0 86 0
"1862" 92 0 4 88 0
"1962" 88 0 4 84 0
"2062" 90 0 5 85 0
"21101" 86 0 0 86 0
"2264" 92 0 6 86 0
"2362" 86 0 1 85 0
"2462" 92 0 3 89 0
"2562" 91 0 4 87 0
"2662" 88 0 1 87 0
"2762" 88 0 2 86 0
"2862" 87 0 1 86 0
"2962" 88 0 3 85 0
"3062" 92 0 4 88 0
"31101" 89 0 2 87 0
"3264" 90 0 3 87 0
"3362" 86 0 1 85 0
"3462" 86 0 3 83 0
"3562" 87 0 3 84 0
"3662" 91 0 4 87 0
"3762" 92 0 6 86 0
"3862" 90 0 5 85 0
"3962" 86 0 1 85 0
"4062" 86 0 2 84 0
"41101" 88 0 2 86 0
"4264" 88 0 1 87 0
"4362" 86 0 0 86 0
"4462" 86 0 1 85 0
"4562" 88 0 2 86 0
"4662" 90 0 5 85 0
"4762" 91 0 2 89 0
"4862" 89 0 1 88 0
"4962" 90 0 4 86 0
"5062" 90 0 5 85 0
"51101" 92 0 5 87 0
"5264" 90 0 4 86 0
"5362" 93 0 6 87 0
"5462" 91 0 3 88 0
"5562" 92 0 5 87 0
"5662" 90 0 2 88 0
"5762" 93 0 5 88 0
"5862" 90 0 3 87 0
"5962" 90 0 2 88 0
"6062" 87 0 3 84 0
"61101" 96 0 5 91 0
"6264" 88 0 2 86 0
"6362" 90 0 4 86 0
"6462" 89 0 5 84 0
"6562" 89 0 1 88 0
"6662" 91 0 3 88 0
"6762" 91 0 4 87 0
"6862" 91 0 6 85 0
"6962" 86 0 2 84 0
"7062" 89 0 3 86 0
"71101" 95 0 5 90 0
"7264" 88 0 2 86 0
"7362" 89 0 1 88 0
"7462" 93 0 5 88 0
"7562" 86 0 2 84 0
"7662" 92 0 5 87 0
"7762" 89 0 3 86 0
"7862" 87 0 1 86 0
"7962" 88 0 4 84 0
"8062" 88 0 3 85 0
"81101" 90 0 3 87 0
"8264" 92 0 4 88 0
"8362" 89 0 5 84 0
"8462" 92 0 4 88 0
"8562" 95 0 9 86 0
"8662" 89 0 2 87 0
"8762" 89 0 4 85 0
"8862" 88 0 3 85 0
"8962" 92 0 6 86 0
"9062" 86 0 1 85 0
"91101" 86 0 2 84 0
"9264" 87 0 2 85 0
"9362" 87 0 2 85 0
"9462" 86 0 4 82 0
"9562" 93 0 3 90 0
"9662" 87 0 2 85 0
"9762" 89 0 2 87 0
"9862" 87 0 0 87 0
"9962" 89 0 3 86 0
"10062" 92 0 4 88 0
"1202" 89 0 1 88 0
"2202" 91 0 2 89 0
"3202" 91 0 3 88 0
"4202" 92 0 2 90 0
"5202" 90 0 3 87 0
"6202" 90 0 3 87 0
"7202" 93 0 4 89 0
"8202" 92 0 3 89 0
"9202" 90 0 3 87 0
"1064" 93 0 6 87 0
"11102" 88 0 0 88 0
"1264" 90 0 1 89 0
"1363" 92 0 2 90 0
"1463" 93 0 3 90 0
"1563" 92 0 3 89 0
"1663" 90 0 2 88 0
"1763" 90 0 1 89 0
"1863" 97 0 6 91 0
"1963" 90 0 1 89 0
"2063" 96 0 6 90 0
"21102" 88 0 1 87 0
"2265" 93 0 5 88 0
"2363" 90 0 2 88 0
"2463" 93 0 3 90 0
"2563" 90 0 1 89 0
"2663" 89 0 2 87 0
"2763" 89 0 1 88 0
"2863" 88 0 0 88 0
"2963" 95 0 4 91 0
"3063" 91 0 2 89 0
"31102" 90 0 2 88 0
"3265" 90 0 1 89 0
"3363" 92 0 2 90 0
"3463" 90 0 1 89 0
"3563" 96 0 5 91 0
"3663" 94 0 4 90 0
"3763" 100 0 7 93 0
"3863" 89 0 1 88 0
"3963" 92 0 3 89 0
"4063" 90 0 1 89 0
"41102" 91 0 2 89 0
"4265" 94 0 4 90 0
"4363" 90 0 2 88 0
"4463" 89 0 2 87 0
"4563" 92 0 2 90 0
"4663" 90 0 1 89 0
"4763" 90 0 1 89 0
"4863" 92 0 4 88 0
"4963" 93 0 3 90 0
"5063" 90 0 1 89 0
"51102" 90 0 1 89 0
"5265" 88 0 0 88 0
"5363" 88 0 0 88 0
"5463" 95 0 3 92 0
"5563" 92 0 3 89 0
"5663" 92 0 2 90 0
"5763" 90 0 2 88 0
"5863" 92 0 3 89 0
"5963" 93 0 4 89 0
"6063" 89 0 2 87 0
"61102" 96 0 5 91 0
"6265" 97 0 6 91 0
"6363" 94 0 4 90 0
"6463" 92 0 2 90 0
"6563" 90 0 1 89 0
"6663" 91 0 2 89 0
"6763" 90 0 1 89 0
"6863" 94 0 3 91 0
"6963" 93 0 2 91 0
"7063" 89 0 2 87 0
"71102" 88 0 0 88 0
"7265" 91 0 2 89 0
"7363" 90 0 1 89 0
"7463" 97 0 7 90 0
"7563" 91 0 2 89 0
"7663" 90 0 1 89 0
"7763" 95 0 5 90 0
"7863" 93 0 4 89 0
"7963" 94 0 3 91 0
"8063" 89 0 4 85 0
"81102" 89 0 1 88 0
"8265" 90 0 1 89 0
"8363" 92 0 3 89 0
"8463" 94 0 3 91 0
"8563" 91 0 2 89 0
"8663" 93 0 2 91 0
"8763" 93 0 4 89 0
"8863" 88 0 0 88 0
"8963" 90 0 1 89 0
"9063" 95 0 4 91 0
"91102" 88 0 0 88 0
"9265" 93 0 6 87 0
"9363" 90 0 2 88 0
"9463" 92 0 2 90 0
"9563" 91 0 3 88 0
"9663" 94 0 5 89 0
"9763" 89 0 1 88 0
"9863" 90 0 1 89 0
"9963" 88 0 0 88 0
"10063" 90 0 2 88 0
"1203" 91 0 2 89 0
"2203" 92 0 5 87 0
"3203" 95 0 8 87 0
"4203" 88 0 3 85 0
"5203" 89 0 3 86 0
"6203" 91 0 4 87 0
"7203" 89 0 3 86 0
"8203" 96 0 5 91 0
"9203" 91 0 3 88 0
"1065" 88 0 3 85 0
"11103" 91 0 6 85 0
"1265" 90 0 6 84 0
"1364" 90 0 6 84 0
"1464" 91 0 4 87 0
"1564" 91 0 4 87 0
"1664" 93 0 6 87 0
"1764" 90 0 3 87 0
"1864" 88 0 1 87 0
"1964" 98 0 8 90 0
"2064" 87 0 2 85 0
"21103" 92 0 6 86 0
"2266" 90 0 3 87 0
"2364" 89 0 3 86 0
"2464" 88 0 1 87 0
"2564" 92 0 3 89 0
"2664" 91 0 3 88 0
"2764" 92 0 4 88 0
"2864" 94 0 8 86 0
"2964" 89 0 6 83 0
"3064" 90 0 4 86 0
"31103" 92 0 4 88 0
"3266" 94 0 6 88 0
"3364" 96 0 6 90 0
"3464" 90 0 3 87 0
"3564" 88 0 2 86 0
"3664" 92 0 5 87 0
"3764" 89 0 2 87 0
"3864" 94 0 8 86 0
"3964" 93 0 5 88 0
"4064" 88 0 2 86 0
"41103" 94 0 6 88 0
"4266" 91 0 3 88 0
"4364" 91 0 2 89 0
"4464" 95 0 6 89 0
"4564" 92 0 9 83 0
"4664" 89 0 2 87 0
"4764" 90 0 5 85 0
"4864" 89 0 3 86 0
"4964" 93 0 3 90 0
"5064" 91 0 6 85 0
"51103" 91 0 6 85 0
"5266" 91 0 4 87 0
"5364" 90 0 2 88 0
"5464" 92 0 5 87 0
"5564" 91 0 5 86 0
"5664" 89 0 2 87 0
"5764" 90 0 4 86 0
"5864" 88 0 3 85 0
"5964" 93 0 5 88 0
"6064" 87 0 2 85 0
"61103" 93 0 5 88 0
"6266" 92 0 6 86 0
"6364" 91 0 3 88 0
"6464" 88 0 2 86 0
"6564" 91 0 4 87 0
"6664" 90 0 1 89 0
"6764" 90 0 4 86 0
"6864" 91 0 5 86 0
"6964" 90 0 6 84 0
"7064" 90 0 3 87 0
"71103" 90 0 3 87 0
"7266" 93 0 5 88 0
"7364" 89 0 2 87 0
"7464" 89 0 2 87 0
"7564" 88 0 3 85 0
"7664" 91 0 4 87 0
"7764" 91 0 5 86 0
"7864" 89 0 2 87 0
"7964" 87 0 2 85 0
"8064" 93 0 5 88 0
"81103" 91 0 5 86 0
"8266" 92 0 5 87 0
"8364" 91 0 5 86 0
"8464" 87 0 3 84 0
"8564" 90 0 7 83 0
"8664" 93 0 5 88 0
"8764" 87 0 1 86 0
"8864" 93 0 4 89 0
"8964" 89 0 2 87 0
"9064" 89 0 4 85 0
"91103" 95 0 9 86 0
"9266" 91 0 4 87 0
"9364" 94 0 5 89 0
"9464" 90 0 3 87 0
"9564" 89 0 3 86 0
"9664" 91 0 3 88 0
"9764" 89 0 4 85 0
"9864" 89 0 5 84 0
"9964" 94 0 4 90 0
"10064" 88 0 4 84 0
"1204" 87 0 2 85 0
"2204" 85 0 0 85 0
"3204" 90 0 3 87 0
"4204" 91 0 4 87 0
"5204" 85 0 2 83 0
"6204" 94 0 5 89 0
"7204" 87 0 2 85 0
"8204" 89 0 3 86 0
"9204" 87 0 1 86 0
"1066" 88 0 2 86 0
"11104" 89 0 2 87 0
"1266" 87 0 2 85 0
"1365" 86 0 1 85 0
"1465" 89 0 4 85 0
"1565" 85 0 1 84 0
"1665" 91 0 4 87 0
"1765" 87 0 1 86 0
"1865" 85 0 0 85 0
"1965" 89 0 2 87 0
"2065" 88 0 1 87 0
"21104" 92 0 4 88 0
"2267" 86 0 0 86 0
"2365" 87 0 1 86 0
"2465" 86 0 1 85 0
"2565" 91 0 3 88 0
"2665" 88 0 2 86 0
"2765" 88 0 1 87 0
"2865" 92 0 3 89 0
"2965" 91 0 3 88 0
"3065" 90 0 3 87 0
"31104" 86 0 1 85 0
"3267" 91 0 3 88 0
"3365" 93 0 4 89 0
"3465" 88 0 2 86 0
"3565" 88 0 3 85 0
"3665" 90 0 3 87 0
"3765" 88 0 3 85 0
"3865" 88 0 2 86 0
"3965" 87 0 1 86 0
"4065" 92 0 3 89 0
"41104" 89 0 2 87 0
"4267" 89 0 3 86 0
"4365" 88 0 2 86 0
"4465" 85 0 1 84 0
"4565" 86 0 2 84 0
"4665" 88 0 2 86 0
"4765" 87 0 1 86 0
"4865" 85 0 0 85 0
"4965" 87 0 1 86 0
"5065" 91 0 3 88 0
"51104" 85 0 0 85 0
"5267" 90 0 2 88 0
"5365" 90 0 2 88 0
"5465" 90 0 1 89 0
"5565" 86 0 2 84 0
"5665" 87 0 1 86 0
"5765" 85 0 0 85 0
"5865" 91 0 4 87 0
"5965" 87 0 2 85 0
"6065" 90 0 3 87 0
"61104" 89 0 2 87 0
"6267" 85 0 0 85 0
"6365" 88 0 3 85 0
"6465" 91 0 4 87 0
"6565" 86 0 1 85 0
"6665" 85 0 2 83 0
"6765" 97 0 7 90 0
"6865" 85 0 0 85 0
"6965" 85 0 0 85 0
"7065" 87 0 2 85 0
"71104" 92 0 3 89 0
"7267" 85 0 0 85 0
"7365" 88 0 3 85 0
"7465" 85 0 0 85 0
"7565" 95 0 6 89 0
"7665" 89 0 2 87 0
"7765" 86 0 0 86 0
"7865" 92 0 3 89 0
"7965" 89 0 2 87 0
"8065" 89 0 2 87 0
"81104" 88 0 1 87 0
"8267" 87 0 1 86 0
"8365" 90 0 4 86 0
"8465" 85 0 0 85 0
"8565" 87 0 2 85 0
"8665" 88 0 2 86 0
"8765" 90 0 4 86 0
"8865" 93 0 4 89 0
"8965" 90 0 3 87 0
"9065" 91 0 4 87 0
"91104" 87 0 1 86 0
"9267" 91 0 3 88 0
"9365" 91 0 4 87 0
"9465" 92 0 4 88 0
"9565" 93 0 4 89 0
"9665" 89 0 4 85 0
"9765" 93 0 6 87 0
"9865" 85 0 1 84 0
"9965" 85 0 0 85 0
"10065" 89 0 2 87 0
"1205" 92 0 4 88 0
"2205" 89 0 2 87 0
"3205" 88 0 2 86 0
"4205" 95 0 4 91 0
"5205" 90 0 3 87 0
"6205" 90 0 2 88 0
"7205" 88 0 1 87 0
"8205" 88 0 3 85 0
"9205" 92 0 2 90 0
"1067" 96 0 6 90 0
"11105" 93 0 3 90 0
"1267" 91 0 3 88 0
"1366" 89 0 2 87 0
"1466" 89 0 1 88 0
"1566" 90 0 2 88 0
"1666" 89 0 2 87 0
"1766" 89 0 3 86 0
"1866" 93 0 4 89 0
"1966" 89 0 2 87 0
"2066" 92 0 4 88 0
"21105" 87 0 1 86 0
"2268" 89 0 2 87 0
"2366" 91 0 3 88 0
"2466" 92 0 2 90 0
"2566" 95 0 5 90 0
"2666" 91 0 4 87 0
"2766" 92 0 4 88 0
"2866" 97 0 8 89 0
"2966" 96 0 6 90 0
"3066" 89 0 3 86 0
"31105" 93 0 5 88 0
"3268" 90 0 3 87 0
"3366" 91 0 3 88 0
"3466" 91 0 3 88 0
"3566" 90 0 3 87 0
"3666" 88 0 2 86 0
"3766" 90 0 2 88 0
"3866" 90 0 2 88 0
"3966" 89 0 3 86 0
"4066" 88 0 1 87 0
"41105" 92 0 4 88 0
"4268" 89 0 2 87 0
"4366" 88 0 1 87 0
"4466" 89 0 3 86 0
"4566" 93 0 6 87 0
"4666" 100 0 7 93 0
"4766" 96 0 4 92 0
"4866" 90 0 3 87 0
"4966" 90 0 4 86 0
"5066" 89 0 3 86 0
"51105" 93 0 4 89 0
"5268" 89 0 2 87 0
"5366" 89 0 2 87 0
"5466" 88 0 2 86 0
"5566" 89 0 3 86 0
"5666" 93 0 5 88 0
"5766" 89 0 1 88 0
"5866" 92 0 3 89 0
"5966" 87 0 2 85 0
"6066" 90 0 4 86 0
"61105" 92 0 3 89 0
"6268" 87 0 1 86 0
"6366" 91 0 4 87 0
"6466" 88 0 1 87 0
"6566" 89 0 2 87 0
"6666" 89 0 3 86 0
"6766" 89 0 3 86 0
"6866" 91 0 3 88 0
"6966" 89 0 3 86 0
"7066" 90 0 3 87 0
"71105" 92 0 4 88 0
"7268" 88 0 4 84 0
"7366" 88 0 1 87 0
"7466" 90 0 4 86 0
"7566" 94 0 5 89 0
"7666" 92 0 3 89 0
"7766" 93 0 4 89 0
"7866" 87 0 1 86 0
"7966" 89 0 1 88 0
"8066" 87 0 2 85 0
"81105" 87 0 0 87 0
"8268" 87 0 2 85 0
"8366" 92 0 4 88 0
"8466" 90 0 1 89 0
"8566" 89 0 2 87 0
"8666" 94 0 4 90 0
"8766" 89 0 1 88 0
"8866" 87 0 1 86 0
"8966" 89 0 3 86 0
"9066" 92 0 6 86 0
"91105" 94 0 7 87 0
"9268" 95 0 4 91 0
"9366" 87 0 1 86 0
"9466" 91 0 3 88 0
"9566" 88 0 1 87 0
"9666" 90 0 3 87 0
"9766" 89 0 2 87 0
"9866" 91 0 3 88 0
"9966" 92 0 3 89 0
"10066" 95 0 6 89 0
"1206" 91 0 5 86 0
"2206" 87 0 3 84 0
"3206" 89 0 3 86 0
"4206" 90 0 3 87 0
"5206" 87 0 3 84 0
"6206" 89 0 3 86 0
"7206" 90 0 7 83 0
"8206" 87 0 4 83 0
"9206" 87 0 2 85 0
"1068" 91 0 4 87 0
"11106" 87 0 3 84 0
"1268" 89 0 5 84 0
"1367" 92 0 5 87 0
"1467" 88 0 3 85 0
"1567" 96 0 8 88 0
"1667" 88 0 4 84 0
"1767" 87 0 3 84 0
"1867" 89 0 2 87 0
"1967" 91 0 4 87 0
"2067" 90 0 4 86 0
"21106" 93 0 4 89 0
"2269" 95 0 8 87 0
"2367" 91 0 5 86 0
"2467" 90 0 3 87 0
"2567" 88 0 2 86 0
"2667" 90 0 4 86 0
"2767" 90 0 4 86 0
"2867" 92 0 7 85 0
"2967" 95 0 8 87 0
"3067" 89 0 5 84 0
"31106" 88 0 6 82 0
"3269" 91 0 4 87 0
"3367" 90 0 5 85 0
"3467" 87 0 4 83 0
"3567" 87 0 3 84 0
"3667" 91 0 4 87 0
"3767" 91 0 5 86 0
"3867" 92 0 5 87 0
"3967" 90 0 3 87 0
"4067" 91 0 6 85 0
"41106" 87 0 2 85 0
"4269" 89 0 2 87 0
"4367" 95 0 9 86 0
"4467" 93 0 9 84 0
"4567" 89 0 4 85 0
"4667" 92 0 7 85 0
"4767" 93 0 5 88 0
"4867" 89 0 3 86 0
"4967" 91 0 4 87 0
"5067" 89 0 4 85 0
"51106" 89 0 3 86 0
"5269" 87 0 3 84 0
"5367" 91 0 2 89 0
"5467" 91 0 4 87 0
"5567" 89 0 4 85 0
"5667" 93 0 6 87 0
"5767" 90 0 6 84 0
"5867" 93 0 8 85 0
"5967" 89 0 5 84 0
"6067" 89 0 2 87 0
"61106" 89 0 5 84 0
"6269" 93 0 6 87 0
"6367" 87 0 3 84 0
"6467" 88 0 5 83 0
"6567" 90 0 4 86 0
"6667" 93 0 7 86 0
"6767" 91 0 4 87 0
"6867" 89 0 3 86 0
"6967" 92 0 8 84 0
"7067" 89 0 3 86 0
"71106" 89 0 7 82 0
"7269" 89 0 3 86 0
"7367" 90 0 7 83 0
"7467" 92 0 8 84 0
"7567" 92 0 6 86 0
"7667" 88 0 4 84 0
"7767" 92 0 4 88 0
"7867" 89 0 2 87 0
"7967" 87 0 2 85 0
"8067" 90 0 5 85 0
"81106" 94 0 6 88 0
"8269" 87 0 3 84 0
"8367" 89 0 4 85 0
"8467" 90 0 5 85 0
"8567" 89 0 2 87 0
"8667" 90 0 2 88 0
"8767" 88 0 1 87 0
"8867" 92 0 4 88 0
"8967" 91 0 6 85 0
"9067" 89 0 5 84 0
"91106" 89 0 5 84 0
"9269" 88 0 4 84 0
"9367" 90 0 5 85 0
"9467" 87 0 2 85 0
"9567" 91 0 7 84 0
"9667" 87 0 4 83 0
"9767" 87 0 1 86 0
"9867" 87 0 2 85 0
"9967" 93 0 6 87 0
"10067" 89 0 3 86 0
"1207" 87 0 2 85 0
"2207" 89 0 3 86 0
"3207" 91 0 4 87 0
"4207" 92 0 4 88 0
"5207" 87 0 2 85 0
"6207" 93 0 6 87 0
"7207" 89 0 4 85 0
"8207" 94 0 9 85 0
"9207" 87 0 1 86 0
"1069" 87 0 3 84 0
"11107" 92 0 6 86 0
"1269" 87 0 2 85 0
"1368" 91 0 5 86 0
"1468" 95 0 7 88 0
"1568" 93 0 5 88 0
"1668" 90 0 4 86 0
"1768" 91 0 4 87 0
"1868" 88 0 2 86 0
"1968" 90 0 5 85 0
"2068" 94 0 5 89 0
"21107" 95 0 6 89 0
"2270" 89 0 5 84 0
"2368" 93 0 4 89 0
"2468" 89 0 3 86 0
"2568" 93 0 6 87 0
"2668" 90 0 3 87 0
"2768" 90 0 5 85 0
"2868" 91 0 8 83 0
"2968" 92 0 5 87 0
"3068" 90 0 5 85 0
"31107" 93 0 5 88 0
"3270" 89 0 3 86 0
"3368" 92 0 4 88 0
"3468" 88 0 2 86 0
"3568" 91 0 4 87 0
"3668" 89 0 3 86 0
"3768" 95 0 6 89 0
"3868" 90 0 3 87 0
"3968" 91 0 2 89 0
"4068" 89 0 3 86 0
"41107" 91 0 4 87 0
"4270" 93 0 8 85 0
